t,z,V,Mach,gamma,q_total,T_surface,thickness
22.32,98644.2,7950.65,26.9451,0.195492,3.607e+06,418.701,0.141356
22.34,98613.3,7950.68,26.9453,0.195516,3.6145e+06,418.957,0.141338
22.36,98582.5,7950.72,26.9454,0.19554,3.62201e+06,419.213,0.14132
22.38,98551.6,7950.75,26.9455,0.195563,3.62954e+06,419.47,0.141302
22.4,98520.7,7950.78,26.9456,0.195587,3.63709e+06,419.727,0.141284
22.42,98489.7,7950.82,26.9457,0.19561,3.64465e+06,419.985,0.141265
22.44,98458.8,7950.85,26.9458,0.195634,3.65224e+06,420.243,0.141247
22.46,98427.9,7950.89,26.9459,0.195657,3.65983e+06,420.502,0.141229
22.48,98397,7950.92,26.9461,0.195681,3.66745e+06,420.762,0.141211
22.5,98366.1,7950.95,26.9462,0.195704,3.67508e+06,421.022,0.141192
22.52,98335.2,7950.99,26.9463,0.195728,3.68272e+06,421.282,0.141174
22.54,98304.2,7951.02,26.9464,0.195752,3.69039e+06,421.544,0.141155
22.56,98273.3,7951.06,26.9465,0.195775,3.69807e+06,421.806,0.141137
22.58,98242.4,7951.09,26.9466,0.195799,3.70577e+06,422.068,0.141118
22.6,98211.4,7951.12,26.9468,0.195822,3.71348e+06,422.331,0.1411
22.62,98180.5,7951.16,26.9469,0.195846,3.72121e+06,422.595,0.141081
22.64,98149.5,7951.19,26.947,0.195869,3.72896e+06,422.859,0.141063
22.66,98118.6,7951.23,26.9471,0.195893,3.73673e+06,423.124,0.141044
22.68,98087.6,7951.26,26.9472,0.195916,3.74451e+06,423.389,0.141025
22.7,98056.7,7951.29,26.9473,0.19594,3.75231e+06,423.655,0.141006
22.72,98025.7,7951.33,26.9474,0.195964,3.76013e+06,423.921,0.140988
22.74,97994.7,7951.36,26.9476,0.195987,3.76797e+06,424.189,0.140969
22.76,97963.8,7951.4,26.9477,0.196011,3.77582e+06,424.456,0.14095
22.78,97932.8,7951.43,26.9478,0.196034,3.78369e+06,424.725,0.140931
22.8,97901.8,7951.46,26.9479,0.196058,3.79157e+06,424.994,0.140912
22.82,97870.8,7951.5,26.948,0.196081,3.79948e+06,425.263,0.140893
22.84,97839.9,7951.53,26.9481,0.196105,3.8074e+06,425.533,0.140874
22.86,97808.9,7951.56,26.9482,0.196128,3.81534e+06,425.804,0.140855
22.88,97777.9,7951.6,26.9484,0.196152,3.82329e+06,426.075,0.140836
22.9,97746.9,7951.63,26.9485,0.196176,3.83127e+06,426.347,0.140817
22.92,97715.9,7951.67,26.9486,0.196199,3.83926e+06,426.62,0.140798
22.94,97684.9,7951.7,26.9487,0.196223,3.84727e+06,426.893,0.140778
22.96,97653.9,7951.73,26.9488,0.196246,3.8553e+06,427.166,0.140759
22.98,97622.9,7951.77,26.9489,0.19627,3.86334e+06,427.441,0.14074
23,97591.8,7951.8,26.949,0.196293,3.8714e+06,427.716,0.14072
23.02,97560.8,7951.83,26.9492,0.196317,3.87948e+06,427.991,0.140701
23.04,97529.8,7951.87,26.9493,0.196341,3.88758e+06,428.267,0.140682
23.06,97498.8,7951.9,26.9494,0.196364,3.8957e+06,428.544,0.140662
23.08,97467.7,7951.94,26.9495,0.196388,3.90383e+06,428.822,0.140643
23.1,97436.7,7951.97,26.9496,0.196411,3.91198e+06,429.1,0.140623
23.12,97405.7,7952,26.9497,0.196435,3.92015e+06,429.378,0.140603
23.14,97374.6,7952.04,26.9498,0.196458,3.92834e+06,429.658,0.140584
23.16,97343.6,7952.07,26.95,0.196482,3.93655e+06,429.937,0.140564
23.18,97312.5,7952.1,26.9501,0.196506,3.94477e+06,430.218,0.140544
23.2,97281.5,7952.14,26.9502,0.196529,3.95301e+06,430.499,0.140525
23.22,97250.4,7952.17,26.9503,0.196553,3.96127e+06,430.781,0.140505
23.24,97219.3,7952.21,26.9504,0.196576,3.96955e+06,431.063,0.140485
23.26,97188.3,7952.24,26.9505,0.1966,3.97785e+06,431.346,0.140465
23.28,97157.2,7952.27,26.9506,0.196623,3.98616e+06,431.63,0.140445
23.3,97126.1,7952.31,26.9508,0.196647,3.9945e+06,431.914,0.140425
23.32,97095.1,7952.34,26.9509,0.196671,4.00285e+06,432.199,0.140405
23.34,97064,7952.37,26.951,0.196694,4.01122e+06,432.485,0.140385
23.36,97032.9,7952.41,26.9511,0.196718,4.01961e+06,432.771,0.140365
23.38,97001.8,7952.44,26.9512,0.196741,4.02802e+06,433.058,0.140345
23.4,96970.7,7952.47,26.9513,0.196765,4.03644e+06,433.345,0.140325
23.42,96939.6,7952.51,26.9514,0.196789,4.04489e+06,433.633,0.140305
23.44,96908.5,7952.54,26.9516,0.196812,4.05335e+06,433.922,0.140284
23.46,96877.4,7952.57,26.9517,0.196836,4.06183e+06,434.211,0.140264
23.48,96846.3,7952.61,26.9518,0.196859,4.07034e+06,434.501,0.140244
23.5,96815.2,7952.64,26.9519,0.196883,4.07886e+06,434.792,0.140223
23.52,96784.1,7952.68,26.952,0.196906,4.08739e+06,435.083,0.140203
23.54,96753,7952.71,26.9521,0.19693,4.09595e+06,435.375,0.140182
23.56,96721.8,7952.74,26.9522,0.196954,4.10453e+06,435.668,0.140162
23.58,96690.7,7952.78,26.9523,0.196977,4.11312e+06,435.961,0.140141
23.6,96659.6,7952.81,26.9525,0.197001,4.12174e+06,436.255,0.140121
23.62,96628.5,7952.84,26.9526,0.197024,4.13037e+06,436.55,0.1401
23.64,96597.3,7952.88,26.9527,0.197048,4.13903e+06,436.845,0.140079
23.66,96566.2,7952.91,26.9528,0.197072,4.1477e+06,437.141,0.140059
23.68,96535,7952.94,26.9529,0.197095,4.15639e+06,437.438,0.140038
23.7,96503.9,7952.98,26.953,0.197119,4.1651e+06,437.735,0.140017
23.72,96472.7,7953.01,26.9531,0.197142,4.17383e+06,438.033,0.139996
23.74,96441.6,7953.04,26.9533,0.197166,4.18258e+06,438.332,0.139975
23.76,96410.4,7953.08,26.9534,0.19719,4.19135e+06,438.631,0.139954
23.78,96379.3,7953.11,26.9535,0.197213,4.20013e+06,438.931,0.139933
23.8,96348.1,7953.14,26.9536,0.197237,4.20894e+06,439.232,0.139912
23.82,96316.9,7953.18,26.9537,0.19726,4.21777e+06,439.533,0.139891
23.84,96285.7,7953.21,26.9538,0.197284,4.22661e+06,439.835,0.13987
23.86,96254.6,7953.24,26.9539,0.197307,4.23548e+06,440.138,0.139849
23.88,96223.4,7953.28,26.954,0.197331,4.24437e+06,440.441,0.139828
23.9,96192.2,7953.31,26.9542,0.197355,4.25327e+06,440.745,0.139807
23.92,96161,7953.34,26.9543,0.197378,4.2622e+06,441.05,0.139785
23.94,96129.8,7953.38,26.9544,0.197402,4.27114e+06,441.355,0.139764
23.96,96098.6,7953.41,26.9545,0.197425,4.28011e+06,441.661,0.139743
23.98,96067.4,7953.44,26.9546,0.197449,4.28909e+06,441.968,0.139721
24,96036.2,7953.48,26.9547,0.197473,4.29809e+06,442.275,0.1397
24.02,96005,7953.51,26.9548,0.197496,4.30712e+06,442.584,0.139678
24.04,95973.8,7953.54,26.9549,0.19752,4.31616e+06,442.892,0.139657
24.06,95942.5,7953.58,26.9551,0.197543,4.32523e+06,443.202,0.139635
24.08,95911.3,7953.61,26.9552,0.197567,4.33431e+06,443.512,0.139613
24.1,95880.1,7953.64,26.9553,0.197591,4.34342e+06,443.823,0.139592
24.12,95848.9,7953.67,26.9554,0.197614,4.35254e+06,444.135,0.13957
24.14,95817.6,7953.71,26.9555,0.197638,4.36169e+06,444.447,0.139548
24.16,95786.4,7953.74,26.9556,0.197662,4.37085e+06,444.76,0.139526
24.18,95755.2,7953.77,26.9557,0.197685,4.38004e+06,445.074,0.139504
24.2,95723.9,7953.81,26.9558,0.197709,4.38925e+06,445.389,0.139482
24.22,95692.7,7953.84,26.956,0.197732,4.39847e+06,445.704,0.13946
24.24,95661.4,7953.87,26.9561,0.197756,4.40772e+06,446.02,0.139438
24.26,95630.2,7953.91,26.9562,0.19778,4.41699e+06,446.336,0.139416
24.28,95598.9,7953.94,26.9563,0.197803,4.42628e+06,446.654,0.139394
24.3,95567.6,7953.97,26.9564,0.197827,4.43558e+06,446.972,0.139372
24.32,95536.4,7954.01,26.9565,0.19785,4.44491e+06,447.29,0.13935
24.34,95505.1,7954.04,26.9566,0.197874,4.45427e+06,447.61,0.139328
24.36,95473.8,7954.07,26.9567,0.197898,4.46364e+06,447.93,0.139305
24.38,95442.5,7954.1,26.9569,0.197921,4.47303e+06,448.251,0.139283
24.4,95411.3,7954.14,26.957,0.197945,4.48244e+06,448.573,0.13926
24.42,95380,7954.17,26.9571,0.197968,4.49188e+06,448.895,0.139238
24.44,95348.7,7954.2,26.9572,0.197992,4.50133e+06,449.218,0.139215
24.46,95317.4,7954.24,26.9573,0.198016,4.51081e+06,449.542,0.139193
24.48,95286.1,7954.27,26.9574,0.198039,4.5203e+06,449.867,0.13917
24.5,95254.8,7954.3,26.9575,0.198063,4.52982e+06,450.192,0.139148
24.52,95223.5,7954.33,26.9576,0.198087,4.53936e+06,450.518,0.139125
24.54,95192.2,7954.37,26.9577,0.19811,4.54892e+06,450.845,0.139102
24.56,95160.9,7954.4,26.9579,0.198134,4.5585e+06,451.172,0.13908
24.58,95129.6,7954.43,26.958,0.198157,4.56811e+06,451.501,0.139057
24.6,95098.2,7954.47,26.9581,0.198181,4.57773e+06,451.83,0.139034
24.62,95066.9,7954.5,26.9582,0.198205,4.58738e+06,452.16,0.139011
24.64,95035.6,7954.53,26.9583,0.198228,4.59704e+06,452.49,0.138988
24.66,95004.2,7954.56,26.9584,0.198252,4.60673e+06,452.821,0.138965
24.68,94972.9,7954.6,26.9585,0.198276,4.61644e+06,453.153,0.138942
24.7,94941.6,7954.63,26.9586,0.198299,4.62617e+06,453.486,0.138919
24.72,94910.2,7954.66,26.9587,0.198323,4.63593e+06,453.82,0.138896
24.74,94878.9,7954.7,26.9589,0.198346,4.6457e+06,454.154,0.138872
24.76,94847.5,7954.73,26.959,0.19837,4.6555e+06,454.489,0.138849
24.78,94816.2,7954.76,26.9591,0.198394,4.66532e+06,454.825,0.138826
24.8,94784.8,7954.79,26.9592,0.198417,4.67516e+06,455.161,0.138802
24.82,94753.5,7954.83,26.9593,0.198441,4.68502e+06,455.499,0.138779
24.84,94722.1,7954.86,26.9594,0.198465,4.69491e+06,455.837,0.138756
24.86,94690.7,7954.89,26.9595,0.198488,4.70481e+06,456.176,0.138732
24.88,94659.3,7954.92,26.9596,0.198512,4.71474e+06,456.516,0.138708
24.9,94628,7954.96,26.9597,0.198536,4.72469e+06,456.856,0.138685
24.92,94596.6,7954.99,26.9598,0.198559,4.73467e+06,457.197,0.138661
24.94,94565.2,7955.02,26.96,0.198583,4.74466e+06,457.539,0.138637
24.96,94533.8,7955.05,26.9601,0.198606,4.75468e+06,457.882,0.138614
24.98,94502.4,7955.09,26.9602,0.19863,4.76472e+06,458.226,0.13859
25,94471,7955.12,26.9603,0.198654,4.77478e+06,458.57,0.138566
25.02,94439.6,7955.15,26.9604,0.198677,4.78487e+06,458.915,0.138542
25.04,94408.2,7955.18,26.9605,0.198701,4.79497e+06,459.261,0.138518
25.06,94376.8,7955.22,26.9606,0.198725,4.8051e+06,459.608,0.138494
25.08,94345.4,7955.25,26.9607,0.198748,4.81526e+06,459.955,0.13847
25.1,94314,7955.28,26.9608,0.198772,4.82543e+06,460.304,0.138446
25.12,94282.6,7955.31,26.961,0.198796,4.83563e+06,460.653,0.138422
25.14,94251.1,7955.35,26.9611,0.198819,4.84585e+06,461.003,0.138398
25.16,94219.7,7955.38,26.9612,0.198843,4.85609e+06,461.353,0.138373
25.18,94188.3,7955.41,26.9613,0.198867,4.86636e+06,461.705,0.138349
25.2,94156.8,7955.44,26.9614,0.19889,4.87665e+06,462.057,0.138325
25.22,94125.4,7955.48,26.9615,0.198914,4.88696e+06,462.41,0.1383
25.24,94094,7955.51,26.9616,0.198938,4.89729e+06,462.764,0.138276
25.26,94062.5,7955.54,26.9617,0.198961,4.90765e+06,463.119,0.138251
25.28,94031.1,7955.57,26.9618,0.198985,4.91803e+06,463.474,0.138227
25.3,93999.6,7955.61,26.9619,0.199009,4.92844e+06,463.831,0.138202
25.32,93968.1,7955.64,26.962,0.199032,4.93886e+06,464.188,0.138177
25.34,93936.7,7955.67,26.9622,0.199056,4.94932e+06,464.546,0.138153
25.36,93905.2,7955.7,26.9623,0.199079,4.95979e+06,464.905,0.138128
25.38,93873.8,7955.73,26.9624,0.199103,4.97029e+06,465.264,0.138103
25.4,93842.3,7955.77,26.9625,0.199127,4.98081e+06,465.625,0.138078
25.42,93810.8,7955.8,26.9626,0.19915,4.99135e+06,465.986,0.138053
25.44,93779.3,7955.83,26.9627,0.199174,5.00192e+06,466.348,0.138028
25.46,93747.8,7955.86,26.9628,0.199198,5.01251e+06,466.711,0.138003
25.48,93716.3,7955.9,26.9629,0.199221,5.02313e+06,467.075,0.137978
25.5,93684.9,7955.93,26.963,0.199245,5.03377e+06,467.44,0.137953
25.52,93653.4,7955.96,26.9631,0.199269,5.04443e+06,467.805,0.137928
25.54,93621.9,7955.99,26.9632,0.199292,5.05512e+06,468.171,0.137902
25.56,93590.4,7956.02,26.9634,0.199316,5.06583e+06,468.539,0.137877
25.58,93558.8,7956.06,26.9635,0.19934,5.07656e+06,468.907,0.137852
25.6,93527.3,7956.09,26.9636,0.199364,5.08732e+06,469.275,0.137826
25.62,93495.8,7956.12,26.9637,0.199387,5.0981e+06,469.645,0.137801
25.64,93464.3,7956.15,26.9638,0.199411,5.10891e+06,470.016,0.137775
25.66,93432.8,7956.18,26.9639,0.199435,5.11974e+06,470.387,0.13775
25.68,93401.3,7956.22,26.964,0.199458,5.1306e+06,470.759,0.137724
25.7,93369.7,7956.25,26.9641,0.199482,5.14147e+06,471.133,0.137698
25.72,93338.2,7956.28,26.9642,0.199506,5.15238e+06,471.507,0.137673
25.74,93306.6,7956.31,26.9643,0.199529,5.16331e+06,471.881,0.137647
25.76,93275.1,7956.34,26.9644,0.199553,5.17426e+06,472.257,0.137621
25.78,93243.6,7956.37,26.9645,0.199577,5.18524e+06,472.634,0.137595
25.8,93212,7956.41,26.9647,0.1996,5.19624e+06,473.011,0.137569
25.82,93180.5,7956.44,26.9648,0.199624,5.20726e+06,473.389,0.137543
25.84,93148.9,7956.47,26.9649,0.199648,5.21832e+06,473.769,0.137517
25.86,93117.3,7956.5,26.965,0.199671,5.22939e+06,474.149,0.137491
25.88,93085.8,7956.53,26.9651,0.199695,5.24049e+06,474.53,0.137465
25.9,93054.2,7956.57,26.9652,0.199719,5.25162e+06,474.911,0.137438
25.92,93022.6,7956.6,26.9653,0.199742,5.26277e+06,475.294,0.137412
25.94,92991.1,7956.63,26.9654,0.199766,5.27394e+06,475.678,0.137386
25.96,92959.5,7956.66,26.9655,0.19979,5.28514e+06,476.062,0.137359
25.98,92927.9,7956.69,26.9656,0.199814,5.29637e+06,476.448,0.137333
26,92896.3,7956.72,26.9657,0.199837,5.30762e+06,476.834,0.137306
26.02,92864.7,7956.76,26.9658,0.199861,5.31889e+06,477.221,0.13728
26.04,92833.1,7956.79,26.9659,0.199885,5.3302e+06,477.609,0.137253
26.06,92801.5,7956.82,26.966,0.199908,5.34152e+06,477.998,0.137226
26.08,92769.9,7956.85,26.9662,0.199932,5.35287e+06,478.388,0.1372
26.1,92738.3,7956.88,26.9663,0.199956,5.36425e+06,478.779,0.137173
26.12,92706.7,7956.91,26.9664,0.19998,5.37565e+06,479.17,0.137146
26.14,92675.1,7956.94,26.9665,0.200003,5.38708e+06,479.563,0.137119
26.16,92643.5,7956.98,26.9666,0.200027,5.39853e+06,479.957,0.137092
26.18,92611.8,7957.01,26.9667,0.200051,5.41001e+06,480.351,0.137065
26.2,92580.2,7957.04,26.9668,0.200074,5.42152e+06,480.746,0.137038
26.22,92548.6,7957.07,26.9669,0.200098,5.43305e+06,481.143,0.137011
26.24,92517,7957.1,26.967,0.200122,5.44461e+06,481.54,0.136984
26.26,92485.3,7957.13,26.9671,0.200146,5.45619e+06,481.938,0.136956
26.28,92453.7,7957.16,26.9672,0.200169,5.4678e+06,482.337,0.136929
26.3,92422,7957.2,26.9673,0.200193,5.47943e+06,482.737,0.136902
26.32,92390.4,7957.23,26.9674,0.200217,5.49109e+06,483.138,0.136874
26.34,92358.7,7957.26,26.9675,0.20024,5.50278e+06,483.539,0.136847
26.36,92327.1,7957.29,26.9676,0.200264,5.5145e+06,483.942,0.136819
26.38,92295.4,7957.32,26.9677,0.200288,5.52623e+06,484.346,0.136791
26.4,92263.7,7957.35,26.9679,0.200312,5.538e+06,484.751,0.136764
26.42,92232.1,7957.38,26.968,0.200335,5.54979e+06,485.156,0.136736
26.44,92200.4,7957.41,26.9681,0.200359,5.56161e+06,485.563,0.136708
26.46,92168.7,7957.44,26.9682,0.200383,5.57346e+06,485.97,0.13668
26.48,92137.1,7957.48,26.9683,0.200407,5.58533e+06,486.379,0.136653
26.5,92105.4,7957.51,26.9684,0.20043,5.59723e+06,486.788,0.136625
26.52,92073.7,7957.54,26.9685,0.200454,5.60915e+06,487.198,0.136596
26.54,92042,7957.57,26.9686,0.200478,5.62111e+06,487.61,0.136568
26.56,92010.3,7957.6,26.9687,0.200502,5.63308e+06,488.022,0.13654
26.58,91978.6,7957.63,26.9688,0.200525,5.64509e+06,488.435,0.136512
26.6,91946.9,7957.66,26.9689,0.200549,5.65712e+06,488.849,0.136484
26.62,91915.2,7957.69,26.969,0.200573,5.66918e+06,489.264,0.136455
26.64,91883.5,7957.72,26.9691,0.200596,5.68127e+06,489.68,0.136427
26.66,91851.8,7957.75,26.9692,0.20062,5.69338e+06,490.097,0.136399
26.68,91820,7957.79,26.9693,0.200644,5.70553e+06,490.516,0.13637
26.7,91788.3,7957.82,26.9694,0.200668,5.71769e+06,490.935,0.136342
26.72,91756.6,7957.85,26.9695,0.200692,5.72989e+06,491.355,0.136313
26.74,91724.9,7957.88,26.9696,0.200715,5.74211e+06,491.776,0.136284
26.76,91693.1,7957.91,26.9697,0.200739,5.75437e+06,492.198,0.136255
26.78,91661.4,7957.94,26.9698,0.200763,5.76664e+06,492.621,0.136227
26.8,91629.7,7957.97,26.97,0.200787,5.77895e+06,493.045,0.136198
26.82,91597.9,7958,26.9701,0.20081,5.79128e+06,493.47,0.136169
26.84,91566.2,7958.03,26.9702,0.200834,5.80365e+06,493.896,0.13614
26.86,91534.4,7958.06,26.9703,0.200858,5.81603e+06,494.323,0.136111
26.88,91502.7,7958.09,26.9704,0.200882,5.82845e+06,494.751,0.136082
26.9,91470.9,7958.12,26.9705,0.200905,5.8409e+06,495.179,0.136052
26.92,91439.1,7958.15,26.9706,0.200929,5.85337e+06,495.609,0.136023
26.94,91407.4,7958.18,26.9707,0.200953,5.86587e+06,496.04,0.135994
26.96,91375.6,7958.22,26.9708,0.200977,5.8784e+06,496.472,0.135964
26.98,91343.8,7958.25,26.9709,0.201,5.89096e+06,496.906,0.135935
27,91312,7958.28,26.971,0.201024,5.90354e+06,497.34,0.135906
27.02,91280.3,7958.31,26.9711,0.201048,5.91616e+06,497.775,0.135876
27.04,91248.5,7958.34,26.9712,0.201072,5.9288e+06,498.211,0.135846
27.06,91216.7,7958.37,26.9713,0.201096,5.94147e+06,498.648,0.135817
27.08,91184.9,7958.4,26.9714,0.201119,5.95417e+06,499.086,0.135787
27.1,91153.1,7958.43,26.9715,0.201143,5.9669e+06,499.525,0.135757
27.12,91121.3,7958.46,26.9716,0.201167,5.97966e+06,499.965,0.135727
27.14,91089.5,7958.49,26.9717,0.201191,5.99244e+06,500.407,0.135697
27.16,91057.7,7958.52,26.9718,0.201215,6.00526e+06,500.849,0.135667
27.18,91025.9,7958.55,26.9719,0.201238,6.0181e+06,501.292,0.135637
27.2,90994,7958.58,26.972,0.201262,6.03097e+06,501.737,0.135607
27.22,90962.2,7958.61,26.9721,0.201286,6.04387e+06,502.182,0.135577
27.24,90930.4,7958.64,26.9722,0.20131,6.0568e+06,502.629,0.135547
27.26,90898.6,7958.67,26.9723,0.201334,6.06976e+06,503.076,0.135516
27.28,90866.7,7958.7,26.9724,0.201357,6.08275e+06,503.525,0.135486
27.3,90834.9,7958.73,26.9725,0.201381,6.09577e+06,503.974,0.135455
27.32,90803,7958.76,26.9726,0.201405,6.10882e+06,504.425,0.135425
27.34,90771.2,7958.79,26.9727,0.201429,6.12189e+06,504.877,0.135394
27.36,90739.4,7958.82,26.9728,0.201453,6.135e+06,505.33,0.135364
27.38,90707.5,7958.85,26.9729,0.201476,6.14814e+06,505.784,0.135333
27.4,90675.6,7958.88,26.973,0.2015,6.1613e+06,506.239,0.135302
27.42,90643.8,7958.91,26.9731,0.201524,6.1745e+06,506.695,0.135271
27.44,90611.9,7958.94,26.9732,0.201548,6.18772e+06,507.152,0.13524
27.46,90580.1,7958.97,26.9733,0.201572,6.20098e+06,507.61,0.135209
27.48,90548.2,7959,26.9734,0.201596,6.21426e+06,508.07,0.135178
27.5,90516.3,7959.03,26.9735,0.201619,6.22757e+06,508.53,0.135147
27.52,90484.4,7959.06,26.9736,0.201643,6.24092e+06,508.991,0.135116
27.54,90452.6,7959.09,26.9737,0.201667,6.25429e+06,509.454,0.135085
27.56,90420.7,7959.12,26.9738,0.201691,6.2677e+06,509.918,0.135053
27.58,90388.8,7959.15,26.9739,0.201715,6.28113e+06,510.383,0.135022
27.6,90356.9,7959.18,26.974,0.201739,6.2946e+06,510.849,0.134991
27.62,90325,7959.21,26.9741,0.201762,6.30809e+06,511.316,0.134959
27.64,90293.1,7959.24,26.9742,0.201786,6.32162e+06,511.784,0.134927
27.66,90261.2,7959.27,26.9743,0.20181,6.33518e+06,512.253,0.134896
27.68,90229.3,7959.29,26.9744,0.201834,6.34877e+06,512.723,0.134864
27.7,90197.4,7959.32,26.9745,0.201858,6.36238e+06,513.195,0.134832
27.72,90165.4,7959.35,26.9746,0.201882,6.37603e+06,513.667,0.1348
27.74,90133.5,7959.38,26.9747,0.201906,6.38971e+06,514.141,0.134768
27.76,90101.6,7959.41,26.9748,0.201929,6.40342e+06,514.616,0.134736
27.78,90069.7,7959.44,26.9749,0.201953,6.41716e+06,515.092,0.134704
27.8,90037.7,7959.47,26.975,0.201977,6.43094e+06,515.569,0.134672
27.82,90005.8,7959.5,26.9751,0.202001,6.44474e+06,516.047,0.13464
27.84,89973.9,7959.53,26.9752,0.202025,6.45858e+06,516.527,0.134608
27.86,89941.9,7959.56,26.9753,0.202049,6.47244e+06,517.007,0.134575
27.88,89910,7959.59,26.9754,0.202073,6.48634e+06,517.489,0.134543
27.9,89878,7959.62,26.9755,0.202097,6.50027e+06,517.972,0.134511
27.92,89846.1,7959.65,26.9756,0.20212,6.51423e+06,518.456,0.134478
27.94,89814.1,7959.68,26.9757,0.202144,6.52822e+06,518.941,0.134445
27.96,89782.1,7959.7,26.9758,0.202168,6.54224e+06,519.427,0.134413
27.98,89750.2,7959.73,26.9759,0.202192,6.5563e+06,519.915,0.13438
28,89718.2,7959.76,26.976,0.202216,6.57039e+06,520.403,0.134347
28.02,89686.2,7959.79,26.9761,0.20224,6.58451e+06,520.893,0.134314
28.04,89654.2,7959.82,26.9762,0.202264,6.59866e+06,521.384,0.134281
28.06,89622.3,7959.85,26.9763,0.202288,6.61284e+06,521.876,0.134248
28.08,89590.3,7959.88,26.9764,0.202312,6.62706e+06,522.37,0.134215
28.1,89558.3,7959.91,26.9765,0.202336,6.6413e+06,522.864,0.134182
28.12,89526.3,7959.94,26.9766,0.202359,6.65558e+06,523.36,0.134149
28.14,89494.3,7959.96,26.9767,0.202383,6.66989e+06,523.857,0.134115
28.16,89462.3,7959.99,26.9768,0.202407,6.68424e+06,524.355,0.134082
28.18,89430.3,7960.02,26.9769,0.202431,6.69861e+06,524.854,0.134048
28.2,89398.3,7960.05,26.977,0.202455,6.71302e+06,525.355,0.134015
28.22,89366.3,7960.08,26.9771,0.202479,6.72747e+06,525.856,0.133981
28.24,89334.2,7960.11,26.9772,0.202503,6.74194e+06,526.359,0.133948
28.26,89302.2,7960.14,26.9773,0.202527,6.75645e+06,526.863,0.133914
28.28,89270.2,7960.16,26.9774,0.202551,6.77099e+06,527.369,0.13388
28.3,89238.2,7960.19,26.9775,0.202575,6.78556e+06,527.875,0.133846
28.32,89206.1,7960.22,26.9776,0.202599,6.80017e+06,528.383,0.133812
28.34,89174.1,7960.25,26.9777,0.202623,6.81481e+06,528.892,0.133778
28.36,89142.1,7960.28,26.9778,0.202647,6.82948e+06,529.402,0.133744
28.38,89110,7960.31,26.9779,0.20267,6.84418e+06,529.914,0.13371
28.4,89078,7960.34,26.978,0.202694,6.85892e+06,530.426,0.133675
28.42,89045.9,7960.36,26.9781,0.202718,6.8737e+06,530.94,0.133641
28.44,89013.9,7960.39,26.9782,0.202742,6.8885e+06,531.455,0.133607
28.46,88981.8,7960.42,26.9783,0.202766,6.90334e+06,531.972,0.133572
28.48,88949.7,7960.45,26.9783,0.20279,6.91821e+06,532.489,0.133538
28.5,88917.7,7960.48,26.9784,0.202814,6.93312e+06,533.008,0.133503
28.52,88885.6,7960.5,26.9785,0.202838,6.94806e+06,533.528,0.133468
28.54,88853.5,7960.53,26.9786,0.202862,6.96304e+06,534.05,0.133433
28.56,88821.4,7960.56,26.9787,0.202886,6.97804e+06,534.572,0.133399
28.58,88789.4,7960.59,26.9788,0.20291,6.99309e+06,535.096,0.133364
28.6,88757.3,7960.62,26.9789,0.202934,7.00816e+06,535.621,0.133329
28.62,88725.2,7960.64,26.979,0.202958,7.02327e+06,536.148,0.133294
28.64,88693.1,7960.67,26.9791,0.202982,7.03842e+06,536.675,0.133258
28.66,88661,7960.7,26.9792,0.203006,7.0536e+06,537.204,0.133223
28.68,88628.9,7960.73,26.9793,0.20303,7.06881e+06,537.735,0.133188
28.7,88596.8,7960.76,26.9794,0.203054,7.08406e+06,538.266,0.133152
28.72,88564.7,7960.78,26.9795,0.203078,7.09934e+06,538.799,0.133117
28.74,88532.6,7960.81,26.9796,0.203102,7.11466e+06,539.333,0.133081
28.76,88500.4,7960.84,26.9797,0.203126,7.13001e+06,539.869,0.133046
28.78,88468.3,7960.87,26.9798,0.20315,7.1454e+06,540.405,0.13301
28.8,88436.2,7960.89,26.9799,0.203174,7.16082e+06,540.943,0.132974
28.82,88404.1,7960.92,26.98,0.203198,7.17628e+06,541.483,0.132938
28.84,88371.9,7960.95,26.98,0.203222,7.19177e+06,542.023,0.132902
28.86,88339.8,7960.98,26.9801,0.203246,7.2073e+06,542.565,0.132866
28.88,88307.7,7961,26.9802,0.20327,7.22286e+06,543.108,0.13283
28.9,88275.5,7961.03,26.9803,0.203294,7.23846e+06,543.653,0.132794
28.92,88243.4,7961.06,26.9804,0.203318,7.25409e+06,544.199,0.132758
28.94,88211.2,7961.09,26.9805,0.203342,7.26976e+06,544.746,0.132722
28.96,88179.1,7961.11,26.9806,0.203366,7.28547e+06,545.295,0.132685
28.98,88146.9,7961.14,26.9807,0.20339,7.30121e+06,545.845,0.132649
29,88114.7,7961.17,26.9808,0.203414,7.31698e+06,546.396,0.132612
29.02,88082.6,7961.19,26.9809,0.203438,7.33279e+06,546.948,0.132576
29.04,88050.4,7961.22,26.981,0.203463,7.34864e+06,547.502,0.132539
29.06,88018.2,7961.25,26.9811,0.203487,7.36452e+06,548.058,0.132502
29.08,87986,7961.28,26.9812,0.203511,7.38044e+06,548.614,0.132465
29.1,87953.9,7961.3,26.9812,0.203535,7.3964e+06,549.172,0.132428
29.12,87921.7,7961.33,26.9813,0.203559,7.41239e+06,549.732,0.132391
29.14,87889.5,7961.36,26.9814,0.203583,7.42842e+06,550.292,0.132354
29.16,87857.3,7961.38,26.9815,0.203607,7.44449e+06,550.855,0.132317
