t,z,V,Mach,gamma,q_conv,q_rad,q_emit,q_net,T_surface,thickness
41.16,44280.4,8489.72,28.7721,0.401015,6.36993e+06,604555,1402.25,6.97308e+06,407.63,0.142141
41.18,44214.1,8488.34,28.7674,0.400465,6.395e+06,609601,1409.02,7.0032e+06,408.122,0.142106
41.2,44148,8485.52,28.7578,0.399993,6.41685e+06,614345,1415.84,7.02978e+06,408.617,0.142071
41.22,44081.9,8481.5,28.7442,0.399649,6.43601e+06,618839,1422.72,7.05342e+06,409.113,0.142035
41.24,44016,8476.67,28.7279,0.399473,6.45335e+06,623171,1429.64,7.07509e+06,409.611,0.142
41.26,43950.1,8471.53,28.7104,0.399492,6.46999e+06,627453,1436.62,7.09601e+06,410.111,0.141964
41.28,43884.2,8466.63,28.6938,0.399709,6.48719e+06,631818,1443.64,7.11756e+06,410.612,0.141929
41.3,43818.3,8462.49,28.6798,0.400109,6.50622e+06,636399,1450.71,7.14117e+06,411.115,0.141893
41.32,43752.3,8459.61,28.67,0.400655,6.52822e+06,641321,1457.83,7.16808e+06,411.62,0.141857
41.34,43686.3,8458.35,28.6658,0.401292,6.55407e+06,646683,1465.01,7.19929e+06,412.128,0.141821
41.36,43620.1,8458.89,28.6676,0.401952,6.5843e+06,652544,1472.25,7.23537e+06,412.638,0.141785
41.38,43553.9,8461.24,28.6755,0.402563,6.61895e+06,658918,1479.55,7.27639e+06,413.151,0.141749
41.4,43487.5,8465.17,28.6889,0.403052,6.65757e+06,665763,1486.92,7.32185e+06,413.667,0.141712
41.42,43421.1,8470.27,28.7062,0.403361,6.69923e+06,672984,1494.37,7.37072e+06,414.187,0.141675
41.44,43354.6,8475.96,28.7254,0.40345,6.74257e+06,680441,1501.9,7.42151e+06,414.711,0.141638
41.46,43288,8481.56,28.7444,0.403305,6.78599e+06,687959,1509.51,7.47244e+06,415.238,0.141601
41.48,43221.4,8486.37,28.7607,0.402939,6.82778e+06,695352,1517.2,7.52161e+06,415.769,0.141563
41.5,43154.9,8489.76,28.7722,0.402397,6.86635e+06,702445,1524.98,7.56727e+06,416.304,0.141525
41.52,43088.5,8491.26,28.7773,0.401747,6.90048e+06,709097,1532.84,7.60805e+06,416.841,0.141487
41.54,43022.1,8490.62,28.7751,0.401076,6.92953e+06,715227,1540.77,7.64321e+06,417.381,0.141449
41.56,42955.9,8487.9,28.7659,0.400476,6.9535e+06,720832,1548.77,7.67278e+06,417.924,0.141411
41.58,42889.7,8483.42,28.7507,0.400034,6.97317e+06,725988,1556.83,7.6976e+06,418.468,0.141372
41.6,42823.7,8477.78,28.7316,0.399819,6.98997e+06,730851,1564.96,7.71925e+06,419.014,0.141334
41.62,42757.7,8471.76,28.7112,0.39987,7.00583e+06,735633,1573.14,7.73989e+06,419.561,0.141295
41.64,42691.8,8466.23,28.6925,0.400189,7.02293e+06,740582,1581.38,7.76193e+06,420.111,0.141256
41.66,42625.8,8462.02,28.6782,0.400739,7.0434e+06,745941,1589.68,7.78775e+06,420.662,0.141217
41.68,42559.7,8459.82,28.6707,0.401447,7.06896e+06,751914,1598.04,7.81928e+06,421.215,0.141178
41.7,42493.5,8460.01,28.6714,0.402213,7.1007e+06,758633,1606.46,7.85773e+06,421.772,0.141139
41.72,42427.2,8462.65,28.6803,0.402922,7.13883e+06,766132,1614.97,7.90334e+06,422.332,0.1411
41.74,42360.8,8467.39,28.6964,0.403464,7.18257e+06,774335,1623.56,7.95528e+06,422.895,0.14106
41.76,42294.3,8473.55,28.7173,0.403751,7.23026e+06,783055,1632.25,8.01168e+06,423.463,0.14102
41.78,42227.7,8480.17,28.7397,0.403732,7.27947e+06,792018,1641.03,8.06985e+06,424.035,0.140979
41.8,42161,8486.18,28.7601,0.403406,7.32744e+06,800899,1649.92,8.12668e+06,424.612,0.140939
41.82,42094.4,8490.56,28.7749,0.402824,7.37143e+06,809377,1658.91,8.17915e+06,425.192,0.140898
41.84,42027.9,8492.52,28.7816,0.402082,7.40932e+06,817190,1667.99,8.22485e+06,425.775,0.140857
41.86,41961.5,8491.66,28.7787,0.401308,7.43996e+06,824194,1677.17,8.26248e+06,426.362,0.140815
41.88,41895.2,8488.1,28.7666,0.400644,7.46349e+06,830391,1686.43,8.29219e+06,426.951,0.140774
41.9,41829.1,8482.4,28.7473,0.400215,7.48141e+06,835952,1695.76,8.31566e+06,427.541,0.140732
41.92,41763,8475.6,28.7242,0.400111,7.49635e+06,841183,1705.16,8.33583e+06,428.133,0.140691
41.94,41697,8468.94,28.7016,0.400362,7.51167e+06,846488,1714.63,8.35645e+06,428.727,0.140649
41.96,41631,8463.7,28.6839,0.400933,7.53084e+06,852286,1724.16,8.3814e+06,429.323,0.140607
41.98,41564.9,8460.96,28.6746,0.401727,7.55675e+06,858940,1733.77,8.41395e+06,429.921,0.140565
42,41498.6,8461.32,28.6758,0.402596,7.59116e+06,866678,1743.45,8.4561e+06,430.523,0.140523
42.02,41432.2,8464.81,28.6877,0.403373,7.63428e+06,875538,1753.23,8.50806e+06,431.128,0.14048
42.04,41365.7,8470.83,28.7081,0.403899,7.68457e+06,885348,1763.11,8.56815e+06,431.738,0.140437
42.06,41299.1,8478.2,28.733,0.404065,7.73895e+06,895739,1773.11,8.63292e+06,432.352,0.140394
42.08,41232.4,8485.43,28.7575,0.403829,7.79333e+06,906206,1783.22,8.69775e+06,432.972,0.140351
42.1,41165.7,8490.97,28.7763,0.403236,7.84339e+06,916210,1793.46,8.75781e+06,433.596,0.140307
42.12,41099.2,8493.59,28.7852,0.40241,7.88557e+06,925292,1803.82,8.80906e+06,434.223,0.140263
42.14,41032.7,8492.64,28.782,0.401533,7.91792e+06,933193,1814.29,8.8493e+06,434.854,0.140219
42.16,40966.4,8488.26,28.7671,0.400807,7.94071e+06,939927,1824.86,8.87881e+06,435.487,0.140174
42.18,40900.2,8481.39,28.7439,0.400405,7.95648e+06,945805,1835.51,8.90045e+06,436.122,0.14013
42.2,40834.1,8473.61,28.7175,0.400436,7.96962e+06,951376,1846.23,8.91915e+06,436.758,0.140085
42.22,40768.1,8466.74,28.6942,0.400906,7.98535e+06,957306,1857.03,8.9408e+06,437.396,0.140041
42.24,40701.9,8462.49,28.6798,0.401719,8.00856e+06,964233,1867.91,8.97093e+06,438.037,0.139996
42.26,40635.7,8461.98,28.6781,0.402688,8.04256e+06,972602,1878.87,9.01329e+06,438.681,0.139951
42.28,40569.3,8465.46,28.6899,0.40358,8.08821e+06,982543,1889.94,9.06887e+06,439.328,0.139905
42.3,40502.7,8472.17,28.7126,0.40417,8.14351e+06,993817,1901.13,9.13542e+06,439.981,0.13986
42.32,40436,8480.47,28.7407,0.404304,8.20388e+06,1.00584e+06,1912.45,9.20781e+06,440.639,0.139814
42.34,40369.3,8488.26,28.7671,0.403939,8.26317e+06,1.01782e+06,1923.92,9.27906e+06,441.303,0.139767
42.36,40302.6,8493.44,28.7847,0.403165,8.31519e+06,1.02891e+06,1935.54,9.34216e+06,441.971,0.139721
42.38,40236,8494.55,28.7884,0.402188,8.35545e+06,1.03852e+06,1947.29,9.39203e+06,442.643,0.139674
42.4,40169.6,8491.2,28.7771,0.401279,8.38262e+06,1.04644e+06,1959.16,9.4271e+06,443.318,0.139626
42.42,40103.4,8484.25,28.7535,0.4007,8.39907e+06,1.05296e+06,1971.13,9.45007e+06,443.995,0.139579
42.44,40037.2,8475.63,28.7243,0.400632,8.4105e+06,1.05884e+06,1983.2,9.46735e+06,444.673,0.139532
42.46,39971.1,8467.82,28.6979,0.401112,8.42433e+06,1.06507e+06,1995.34,9.4874e+06,445.353,0.139484
42.48,39904.9,8463.18,28.6821,0.402018,8.44767e+06,1.07262e+06,2007.57,9.51829e+06,446.035,0.139437
42.5,39838.6,8463.21,28.6822,0.403094,8.48516e+06,1.08216e+06,2019.9,9.5653e+06,446.721,0.139389
42.52,39772.1,8468.02,28.6985,0.40402,8.53742e+06,1.09378e+06,2032.35,9.62917e+06,447.411,0.139341
42.54,39705.5,8476.29,28.7266,0.404509,8.60058e+06,1.107e+06,2044.95,9.70554e+06,448.108,0.139292
42.56,39638.7,8485.5,28.7578,0.404402,8.66715e+06,1.12079e+06,2057.71,9.78587e+06,448.81,0.139243
42.58,39572,8492.74,28.7823,0.403724,8.72809e+06,1.13389e+06,2070.64,9.85991e+06,449.518,0.139194
42.6,39505.3,8495.59,28.792,0.402688,8.77579e+06,1.14525e+06,2083.74,9.91895e+06,450.231,0.139145
42.62,39438.8,8493.01,28.7832,0.401639,8.80677e+06,1.15433e+06,2096.98,9.959e+06,450.946,0.139095
42.64,39372.5,8485.78,28.7587,0.400937,8.82322e+06,1.16141e+06,2110.34,9.98251e+06,451.664,0.139045
42.66,39306.3,8476.31,28.7266,0.40084,8.83258e+06,1.16752e+06,2123.81,9.99797e+06,452.382,0.138995
42.68,39240.2,8467.88,28.6981,0.401403,8.84518e+06,1.17412e+06,2137.36,1.00172e+07,453.103,0.138945
42.7,39173.9,8463.55,28.6834,0.40245,8.8707e+06,1.1826e+06,2151.01,1.00511e+07,453.826,0.138895
42.72,39107.5,8465.01,28.6883,0.403619,8.91466e+06,1.19377e+06,2164.77,1.01063e+07,454.554,0.138844
42.74,39041,8471.9,28.7117,0.40449,8.9762e+06,1.20756e+06,2178.69,1.01816e+07,455.287,0.138793
42.76,38974.2,8481.81,28.7453,0.404735,9.04791e+06,1.22292e+06,2192.78,1.02686e+07,456.027,0.138742
42.78,38907.4,8491.07,28.7766,0.404253,9.11809e+06,1.23817e+06,2207.06,1.03541e+07,456.773,0.13869
42.8,38840.7,8496.09,28.7937,0.403219,9.17501e+06,1.25161e+06,2221.54,1.04244e+07,457.524,0.138638
42.82,38774.1,8494.8,28.7893,0.402036,9.21165e+06,1.26216e+06,2236.2,1.04716e+07,458.279,0.138586
42.84,38707.7,8487.61,28.7649,0.401181,9.22902e+06,1.26993e+06,2251,1.04967e+07,459.036,0.138533
42.86,38641.5,8477.33,28.7301,0.401018,9.23623e+06,1.27624e+06,2265.91,1.05102e+07,459.795,0.138481
42.88,38575.3,8468.19,28.6991,0.40164,9.24708e+06,1.28311e+06,2280.93,1.05279e+07,460.555,0.138428
42.9,38509,8464.08,28.6852,0.402812,9.2745e+06,1.29249e+06,2296.04,1.05647e+07,461.318,0.138375
42.92,38442.5,8466.91,28.6948,0.404054,9.32504e+06,1.30539e+06,2311.3,1.06281e+07,462.086,0.138322
42.94,38375.9,8475.66,28.7244,0.404835,9.39566e+06,1.32141e+06,2326.73,1.07147e+07,462.86,0.138269
42.96,38309,8486.65,28.7617,0.404805,9.47436e+06,1.33877e+06,2342.36,1.08108e+07,463.642,0.138214
42.98,38242.2,8495,28.79,0.403966,9.5448e+06,1.35501e+06,2358.23,1.08975e+07,464.43,0.13816
43,38175.5,8496.86,28.7963,0.402691,9.59362e+06,1.36807e+06,2374.31,1.09593e+07,465.223,0.138105
43.02,38109,8491.22,28.7772,0.401573,9.61706e+06,1.37733e+06,2390.56,1.0992e+07,466.019,0.13805
43.04,38042.7,8480.62,28.7412,0.401153,9.62352e+06,1.38401e+06,2406.96,1.10051e+07,466.816,0.137995
43.06,37976.5,8470.08,28.7055,0.401658,9.6301e+06,1.39074e+06,2423.47,1.10184e+07,467.614,0.13794
43.08,37910.2,8464.77,28.6875,0.402874,9.6546e+06,1.40028e+06,2440.09,1.10524e+07,468.415,0.137885
43.1,37843.8,8467.5,28.6968,0.404223,9.70687e+06,1.4142e+06,2456.85,1.11186e+07,469.222,0.137829
43.12,37777,8477.12,28.7294,0.405035,9.7834e+06,1.43203e+06,2473.81,1.1213e+07,470.035,0.137773
43.14,37710.2,8488.9,28.7693,0.40489,9.86813e+06,1.45129e+06,2491.01,1.13169e+07,470.856,0.137717
43.16,37643.3,8496.77,28.796,0.403849,9.93979e+06,1.46863e+06,2508.46,1.14059e+07,471.684,0.13766
43.18,37576.7,8496.47,28.795,0.402454,9.98301e+06,1.48157e+06,2526.15,1.14621e+07,472.517,0.137602
43.2,37510.2,8488.01,28.7663,0.401461,9.99741e+06,1.49e+06,2544.03,1.14849e+07,473.351,0.137545
43.22,37444,8475.89,28.7252,0.401433,9.99871e+06,1.49637e+06,2562.05,1.14925e+07,474.186,0.137488
43.24,37377.7,8466.81,28.6945,0.402421,1.00108e+07,1.50448e+06,2580.18,1.15127e+07,475.024,0.13743
43.26,37311.3,8466.03,28.6918,0.403898,1.00524e+07,1.51741e+06,2598.45,1.15672e+07,475.865,0.137372
43.28,37244.6,8474.22,28.7195,0.405037,1.01265e+07,1.53571e+06,2616.91,1.16596e+07,476.714,0.137314
43.3,37177.7,8486.86,28.7624,0.405172,1.02173e+07,1.55686e+06,2635.63,1.17715e+07,477.571,0.137255
43.32,37110.8,8496.56,28.7952,0.40421,1.02982e+07,1.57656e+06,2654.64,1.18721e+07,478.435,0.137196
43.34,37044.1,8497.39,28.7981,0.402719,1.03472e+07,1.59115e+06,2673.92,1.19357e+07,479.305,0.137136
43.36,36977.6,8488.68,28.7686,0.401616,1.03612e+07,1.60006e+06,2693.41,1.19586e+07,480.177,0.137076
43.38,36911.3,8475.7,28.7246,0.401611,1.03594e+07,1.60638e+06,2713.06,1.19631e+07,481.05,0.137016
43.4,36845,8466.63,28.6938,0.402745,1.0372e+07,1.6151e+06,2732.84,1.19843e+07,481.924,0.136957
43.42,36778.6,8467.45,28.6966,0.404325,1.0421e+07,1.62998e+06,2752.76,1.20483e+07,482.803,0.136896
43.44,36711.8,8477.88,28.732,0.405337,1.05063e+07,1.65105e+06,2772.91,1.21545e+07,483.691,0.136836
43.46,36644.9,8491.26,28.7773,0.405104,1.06033e+07,1.67427e+06,2793.36,1.22748e+07,484.588,0.136774
43.48,36578,8498.6,28.8022,0.403769,1.06783e+07,1.69395e+06,2814.13,1.23694e+07,485.492,0.136712
43.5,36511.4,8494.73,28.789,0.402239,1.07112e+07,1.70657e+06,2835.2,1.24149e+07,486.4,0.13665
43.52,36445,8482.14,28.7464,0.401594,1.0711e+07,1.7136e+06,2856.46,1.24217e+07,487.309,0.136588
43.54,36378.7,8469.64,28.704,0.402327,1.07109e+07,1.72068e+06,2877.87,1.24287e+07,488.218,0.136526
43.56,36312.2,8466.29,28.6927,0.403954,1.07457e+07,1.73378e+06,2899.42,1.24766e+07,489.132,0.136464
43.58,36245.5,8474.77,28.7214,0.405314,1.0826e+07,1.75489e+06,2921.18,1.2578e+07,490.054,0.136401
43.6,36178.6,8489.09,28.77,0.405401,1.09297e+07,1.78021e+06,2943.26,1.27069e+07,490.985,0.136337
43.62,36111.7,8498.55,28.802,0.404133,1.10153e+07,1.80257e+06,2965.7,1.28149e+07,491.925,0.136273
43.64,36045,8495.75,28.7925,0.402473,1.10534e+07,1.81676e+06,2988.47,1.28672e+07,492.869,0.136209
43.66,35978.6,8482.65,28.7481,0.401727,1.10512e+07,1.82389e+06,3011.47,1.28721e+07,493.813,0.136145
43.68,35912.3,8469.48,28.7035,0.402524,1.10486e+07,1.83097e+06,3034.63,1.28765e+07,494.759,0.13608
43.7,35845.8,8466.89,28.6947,0.404271,1.10875e+07,1.84546e+06,3057.94,1.29299e+07,495.709,0.136016
43.72,35779,8477.26,28.7299,0.405572,1.11779e+07,1.86927e+06,3081.49,1.30441e+07,496.668,0.13595
43.74,35712.1,8492.28,28.7808,0.405347,1.12877e+07,1.89675e+06,3105.4,1.31813e+07,497.637,0.135885
43.76,35645.2,8499.33,28.8047,0.40377,1.13664e+07,1.91883e+06,3129.72,1.32821e+07,498.614,0.135818
43.78,35578.5,8492.17,28.7804,0.402187,1.13881e+07,1.93073e+06,3154.37,1.33157e+07,499.594,0.135752
43.8,35512.2,8476.78,28.7282,0.401999,1.13766e+07,1.93663e+06,3179.25,1.331e+07,500.575,0.135685
43.82,35445.8,8466.67,28.6939,0.403422,1.13862e+07,1.9464e+06,3204.27,1.33294e+07,501.557,0.135618
43.84,35379.1,8471.05,28.7088,0.405226,1.14547e+07,1.96702e+06,3229.49,1.34185e+07,502.546,0.135551
43.86,35312.2,8486.26,28.7603,0.405786,1.1568e+07,1.99607e+06,3255.05,1.35608e+07,503.546,0.135484
43.88,35245.3,8498.37,28.8014,0.404572,1.16696e+07,2.02319e+06,3281.04,1.36895e+07,504.556,0.135415
43.9,35178.5,8495.84,28.7928,0.402714,1.17112e+07,2.03934e+06,3307.44,1.37472e+07,505.571,0.135346
43.92,35112,8480.79,28.7418,0.402004,1.17007e+07,2.04585e+06,3334.14,1.37433e+07,506.586,0.135278
43.94,35045.7,8467.63,28.6972,0.403178,1.1698e+07,2.0538e+06,3361,1.37485e+07,507.602,0.135209
43.96,34979.1,8469.39,28.7032,0.405136,1.17574e+07,2.0735e+06,3388.04,1.38275e+07,508.625,0.13514
43.98,34912.2,8484.6,28.7547,0.405948,1.18737e+07,2.10412e+06,3415.42,1.39744e+07,509.659,0.13507
44,34845.2,8498,28.8001,0.404782,1.19834e+07,2.13375e+06,3443.27,1.41137e+07,510.703,0.134999
44.02,34778.4,8495.58,28.7919,0.40283,1.20266e+07,2.15087e+06,3471.59,1.4174e+07,511.753,0.134929
44.04,34711.9,8479.54,28.7376,0.402156,1.20117e+07,2.15694e+06,3500.22,1.41652e+07,512.802,0.134858
44.06,34645.5,8466.7,28.6941,0.403531,1.20103e+07,2.1656e+06,3529.02,1.41724e+07,513.853,0.134787
44.08,34578.8,8470.98,28.7086,0.40553,1.20821e+07,2.18846e+06,3558.03,1.4267e+07,514.911,0.134716
44.1,34511.9,8487.95,28.7661,0.405989,1.22093e+07,2.22228e+06,3587.43,1.44279e+07,515.982,0.134644
44.12,34444.9,8498.81,28.8029,0.404389,1.2311e+07,2.25141e+06,3617.36,1.45588e+07,517.063,0.134571
44.14,34378.2,8490.96,28.7763,0.402536,1.23317e+07,2.26481e+06,3647.77,1.45928e+07,518.147,0.134498
44.16,34311.8,8473.02,28.7155,0.40259,1.2308e+07,2.26955e+06,3678.46,1.45739e+07,519.23,0.134425
44.18,34245.3,8465.66,28.6905,0.404555,1.23305e+07,2.2834e+06,3709.32,1.46102e+07,520.317,0.134352
44.2,34178.4,8477.68,28.7313,0.406165,1.24384e+07,2.31432e+06,3740.47,1.4749e+07,521.414,0.134278
44.22,34111.4,8494.84,28.7894,0.405502,1.25702e+07,2.35026e+06,3772.13,1.49167e+07,522.525,0.134204
44.24,34044.5,8496.03,28.7935,0.403367,1.26317e+07,2.37238e+06,3804.37,1.50002e+07,523.642,0.134129
44.26,33978,8479.29,28.7367,0.402421,1.26129e+07,2.37845e+06,3837.02,1.49876e+07,524.76,0.134054
44.28,33911.5,8465.21,28.689,0.403914,1.26059e+07,2.38689e+06,3869.86,1.4989e+07,525.877,0.133979
44.3,33844.8,8471.6,28.7107,0.406018,1.26909e+07,2.41405e+06,3902.94,1.5101e+07,527.004,0.133903
44.32,33777.8,8490.33,28.7741,0.40605,1.28324e+07,2.45299e+06,3936.5,1.52815e+07,528.145,0.133827
44.34,33710.8,8496.65,28.7955,0.403968,1.29186e+07,2.48089e+06,3970.7,1.53955e+07,529.295,0.13375
44.36,33644.2,8481.56,28.7444,0.402562,1.29071e+07,2.48882e+06,4005.4,1.53919e+07,530.446,0.133673
44.38,33577.8,8464.88,28.6879,0.403794,1.28881e+07,2.4952e+06,4040.34,1.53792e+07,531.596,0.133596
44.4,33511.1,8469.15,28.7024,0.40606,1.29651e+07,2.52156e+06,4075.5,1.54826e+07,532.754,0.133519
44.42,33444,8488.41,28.7676,0.406259,1.31122e+07,2.56276e+06,4111.14,1.56709e+07,533.928,0.13344
44.44,33377.1,8495.19,28.7906,0.404121,1.32025e+07,2.59236e+06,4147.48,1.57907e+07,535.111,0.133362
44.46,33310.4,8479.04,28.7359,0.402734,1.31858e+07,2.59962e+06,4184.36,1.57812e+07,536.294,0.133283
44.48,33244,8462.68,28.6804,0.404186,1.31678e+07,2.6066e+06,4221.49,1.57702e+07,537.477,0.133204
44.5,33177.2,8469.72,28.7043,0.406432,1.32596e+07,2.63691e+06,4258.85,1.58923e+07,538.669,0.133124
44.52,33110.1,8489.42,28.7711,0.406173,1.34122e+07,2.68045e+06,4296.78,1.60883e+07,539.878,0.133044
44.54,33043.2,8491.33,28.7775,0.403823,1.34813e+07,2.70643e+06,4335.46,1.61834e+07,541.094,0.132963
44.56,32976.7,8471.53,28.7104,0.403043,1.34467e+07,2.71023e+06,4374.66,1.61526e+07,542.308,0.132882
44.58,32910.1,8459.95,28.6712,0.405145,1.34512e+07,2.72244e+06,4414.06,1.61692e+07,543.525,0.132801
44.6,32843.2,8474.26,28.7197,0.406907,1.358e+07,2.76172e+06,4453.8,1.63372e+07,544.754,0.13272
44.62,32776.1,8490.96,28.7763,0.405561,1.37217e+07,2.80415e+06,4494.25,1.65213e+07,545.999,0.132637
44.64,32709.3,8481.84,28.7454,0.403338,1.37385e+07,2.81952e+06,4535.46,1.65535e+07,547.247,0.132555
44.66,32642.8,8460.63,28.6735,0.403987,1.36963e+07,2.82193e+06,4577.06,1.65136e+07,548.492,0.132472
44.68,32576.1,8461.62,28.6768,0.406546,1.37622e+07,2.84821e+06,4618.87,1.66058e+07,549.745,0.132389
44.7,32509.1,8482.24,28.7467,0.40678,1.39252e+07,2.89626e+06,4661.22,1.68168e+07,551.015,0.132305
44.72,32442.1,8485.9,28.7591,0.40435,1.40056e+07,2.92628e+06,4704.44,1.69272e+07,552.294,0.13222
44.74,32375.5,8464.59,28.6869,0.403572,1.39622e+07,2.92871e+06,4748.27,1.68861e+07,553.571,0.132136
44.76,32308.9,8454.27,28.6519,0.405952,1.39731e+07,2.94332e+06,4792.33,1.69116e+07,554.85,0.132051
44.78,32241.9,8471.97,28.7119,0.407369,1.41239e+07,2.98966e+06,4836.79,1.71087e+07,556.145,0.131966
44.8,32174.9,8484.1,28.753,0.405352,1.42483e+07,3.03036e+06,4882.11,1.72737e+07,557.454,0.131879
44.82,32108.2,8466.34,28.6928,0.403709,1.4222e+07,3.03699e+06,4928.23,1.72541e+07,558.762,0.131793
44.84,32041.6,8449.58,28.636,0.405647,1.42006e+07,3.04469e+06,4974.64,1.72403e+07,560.07,0.131707
44.86,31974.7,8463.36,28.6827,0.407677,1.4334e+07,3.08804e+06,5021.37,1.7417e+07,561.392,0.13162
44.88,31907.6,8479.28,28.7367,0.406057,1.44797e+07,3.13458e+06,5068.95,1.76092e+07,562.729,0.131532
44.9,31840.9,8463.9,28.6846,0.404059,1.44653e+07,3.1443e+06,5117.43,1.76045e+07,564.067,0.131444
44.92,31774.3,8444.59,28.6191,0.405779,1.44303e+07,3.14921e+06,5166.28,1.75744e+07,565.404,0.131356
44.94,31707.4,8456.88,28.6608,0.408,1.45583e+07,3.19226e+06,5215.42,1.77453e+07,566.754,0.131267
44.96,31640.3,8473.18,28.716,0.40643,1.47083e+07,3.24086e+06,5265.43,1.79438e+07,568.121,0.131178
44.98,31573.5,8456.86,28.6607,0.404452,1.46886e+07,3.24972e+06,5316.39,1.7933e+07,569.488,0.131088
45,31507,8437.99,28.5968,0.40637,1.46555e+07,3.25535e+06,5367.73,1.79055e+07,570.853,0.130999
45.02,31440,8452.28,28.6452,0.408414,1.47959e+07,3.30237e+06,5419.4,1.80929e+07,572.234,0.130908
45.04,31372.9,8465.56,28.6902,0.406487,1.49324e+07,3.34882e+06,5472.02,1.82757e+07,573.629,0.130817
45.06,31306.2,8444.92,28.6203,0.404963,1.48896e+07,3.35246e+06,5525.6,1.82365e+07,575.023,0.130726
45.08,31239.6,8430.49,28.5714,0.407427,1.48793e+07,3.36391e+06,5579.5,1.82376e+07,576.418,0.130635
45.1,31172.5,8449.03,28.6342,0.408757,1.50448e+07,3.41805e+06,5633.82,1.84572e+07,577.83,0.130542
45.12,31105.5,8454.03,28.6511,0.40629,1.5139e+07,3.45528e+06,5689.25,1.85886e+07,579.254,0.130449
45.14,31038.9,8428.49,28.5646,0.405903,1.5069e+07,3.45252e+06,5745.51,1.85158e+07,580.672,0.130357
45.16,30972.1,8424.55,28.5512,0.408823,1.5115e+07,3.47818e+06,5802.02,1.85873e+07,582.098,0.130264
45.18,30905,8444.8,28.6198,0.408678,1.52925e+07,3.5365e+06,5859.2,1.88231e+07,583.542,0.13017
45.2,30838.1,8435.01,28.5866,0.406192,1.53074e+07,3.55496e+06,5917.58,1.88565e+07,584.99,0.130076
45.22,30771.5,8410.95,28.5051,0.40765,1.52444e+07,3.55404e+06,5976.54,1.87925e+07,586.435,0.129982
45.24,30704.6,8422.17,28.5432,0.409997,1.5374e+07,3.60124e+06,6035.77,1.89692e+07,587.894,0.129887
45.26,30637.5,8433.03,28.58,0.408024,1.55027e+07,3.6486e+06,6096.06,1.91452e+07,589.367,0.129791
45.28,30570.8,8407.98,28.4951,0.407059,1.54334e+07,3.64633e+06,6157.41,1.90736e+07,590.836,0.129696
45.3,30504.1,8399.5,28.4663,0.410002,1.54554e+07,3.66705e+06,6219.03,1.91162e+07,592.31,0.1296
45.32,30437,8418.41,28.5304,0.410037,1.56297e+07,3.72673e+06,6281.3,1.93502e+07,593.802,0.129504
45.34,30370.1,8405.89,28.488,0.407683,1.56297e+07,3.74225e+06,6344.85,1.93656e+07,595.297,0.129407
45.36,30303.4,8382.57,28.409,0.40959,1.5569e+07,3.74224e+06,6408.98,1.93048e+07,596.788,0.12931
45.38,30236.4,8396.3,28.4555,0.411464,1.57156e+07,3.79564e+06,6473.44,1.95048e+07,598.296,0.129213
45.4,30169.4,8397.79,28.4605,0.409126,1.57944e+07,3.8319e+06,6539.12,1.96198e+07,599.814,0.129115
45.42,30102.7,8369.33,28.3641,0.409526,1.5704e+07,3.82433e+06,6605.73,1.95217e+07,601.325,0.129017
45.44,30035.8,8372.15,28.3736,0.412355,1.57901e+07,3.86275e+06,6672.56,1.96462e+07,602.848,0.128919
45.46,29968.8,8382.46,28.4086,0.410819,1.59196e+07,3.91284e+06,6740.38,1.98257e+07,604.385,0.12882
45.48,29902,8355.46,28.3171,0.410043,1.58366e+07,3.90726e+06,6809.4,1.9737e+07,605.917,0.128721
45.5,29835.2,8348.03,28.2919,0.413082,1.58648e+07,3.93101e+06,6878.69,1.9789e+07,607.453,0.128622
45.52,29768.1,8361.51,28.3376,0.412458,1.60133e+07,3.98687e+06,6948.74,1.99932e+07,609.007,0.128522
45.54,29701.3,8337.9,28.2576,0.411044,1.59489e+07,3.98631e+06,7020.11,1.99282e+07,610.557,0.128423
45.56,29634.6,8323.46,28.2086,0.413962,1.5937e+07,3.9997e+06,7091.85,1.99296e+07,612.108,0.128323
45.58,29567.5,8336.65,28.2533,0.413996,1.60846e+07,4.05613e+06,7164.2,2.01336e+07,613.677,0.128222
45.6,29500.6,8315.27,28.1809,0.412374,1.60325e+07,4.05895e+06,7237.91,2.00842e+07,615.243,0.128122
45.62,29433.9,8297.2,28.1196,0.415163,1.59992e+07,4.06682e+06,7312.06,2.00587e+07,616.808,0.128022
45.64,29366.8,8308.67,28.1585,0.415489,1.61376e+07,4.12153e+06,7386.74,2.02518e+07,618.389,0.127921
45.66,29300,8287.08,28.0853,0.413948,1.60837e+07,4.12395e+06,7462.79,2.02002e+07,619.967,0.12782
45.68,29233.2,8268.25,28.0215,0.416742,1.60456e+07,4.13066e+06,7539.28,2.01687e+07,621.545,0.127719
45.7,29166.2,8277.4,28.0525,0.416999,1.6171e+07,4.18253e+06,7616.29,2.03459e+07,623.137,0.127617
45.72,29099.3,8253.15,27.9703,0.415778,1.61009e+07,4.18054e+06,7694.64,2.02737e+07,624.725,0.127516
45.74,29032.5,8236.22,27.9129,0.418688,1.60734e+07,4.19029e+06,7773.38,2.02559e+07,626.313,0.127415
45.76,28965.5,8241.96,27.9324,0.418565,1.61792e+07,4.23737e+06,7852.71,2.04087e+07,627.914,0.127313
