t,z,V,Mach,gamma,q_conv,q_rad,q_emit,q_net,T_surface,thickness
22.22,97507.7,8050.9,27.2849,0.250724,156278,422.183,438.714,156262,304.507,0.149662
22.24,97467.7,8051.34,27.2864,0.25094,156721,424.515,438.774,156707,304.517,0.149662
22.26,97427.7,8051.78,27.2879,0.251157,157166,426.861,438.834,157154,304.528,0.149661
22.28,97387.6,8052.23,27.2894,0.251374,157612,429.223,438.895,157603,304.538,0.14966
22.3,97347.5,8052.67,27.2909,0.25159,158060,431.599,438.955,158053,304.549,0.149659
22.32,97307.4,8053.12,27.2924,0.251807,158510,433.992,439.016,158505,304.559,0.149658
22.34,97267.2,8053.56,27.2939,0.252024,158961,436.399,439.077,158959,304.57,0.149658
22.36,97227,8054.01,27.2954,0.252241,159414,438.822,439.138,159414,304.58,0.149657
22.38,97186.8,8054.45,27.2969,0.252457,159869,441.261,439.199,159871,304.591,0.149656
22.4,97146.5,8054.9,27.2985,0.252674,160326,443.715,439.261,160330,304.602,0.149655
22.42,97106.2,8055.35,27.3,0.252891,160784,446.186,439.322,160791,304.612,0.149654
22.44,97065.9,8055.8,27.3015,0.253107,161244,448.672,439.384,161253,304.623,0.149654
22.46,97025.5,8056.24,27.303,0.253324,161705,451.174,439.446,161717,304.634,0.149653
22.48,96985.1,8056.69,27.3045,0.25354,162168,453.693,439.508,162183,304.645,0.149652
22.5,96944.6,8057.14,27.306,0.253757,162634,456.228,439.571,162650,304.656,0.149651
22.52,96904.1,8057.59,27.3076,0.253974,163100,458.779,439.633,163120,304.666,0.14965
22.54,96863.6,8058.04,27.3091,0.25419,163569,461.347,439.696,163591,304.677,0.14965
22.56,96823.1,8058.49,27.3106,0.254407,164039,463.931,439.759,164063,304.688,0.149649
22.58,96782.5,8058.94,27.3121,0.254623,164511,466.533,439.822,164538,304.699,0.149648
22.6,96741.8,8059.39,27.3137,0.25484,164985,469.151,439.885,165015,304.71,0.149647
22.62,96701.2,8059.84,27.3152,0.255056,165461,471.786,439.949,165493,304.721,0.149646
22.64,96660.5,8060.29,27.3167,0.255273,165938,474.438,440.013,165973,304.732,0.149645
22.66,96619.7,8060.74,27.3182,0.255489,166418,477.108,440.077,166455,304.743,0.149645
22.68,96578.9,8061.19,27.3198,0.255706,166899,479.795,440.141,166938,304.755,0.149644
22.7,96538.1,8061.64,27.3213,0.255922,167382,482.5,440.205,167424,304.766,0.149643
22.72,96497.3,8062.1,27.3228,0.256139,167866,485.222,440.269,167911,304.777,0.149642
22.74,96456.4,8062.55,27.3244,0.256355,168353,487.962,440.334,168400,304.788,0.149641
22.76,96415.5,8063,27.3259,0.256572,168841,490.72,440.399,168892,304.799,0.14964
22.78,96374.5,8063.46,27.3274,0.256788,169331,493.496,440.464,169384,304.811,0.14964
22.8,96333.5,8063.91,27.329,0.257005,169823,496.29,440.529,169879,304.822,0.149639
22.82,96292.5,8064.36,27.3305,0.257221,170317,499.102,440.595,170376,304.833,0.149638
22.84,96251.4,8064.82,27.3321,0.257437,170813,501.933,440.66,170875,304.845,0.149637
22.86,96210.3,8065.27,27.3336,0.257654,171311,504.782,440.726,171375,304.856,0.149636
22.88,96169.2,8065.73,27.3352,0.25787,171810,507.65,440.792,171877,304.868,0.149635
22.9,96128,8066.19,27.3367,0.258086,172312,510.537,440.859,172382,304.879,0.149635
22.92,96086.8,8066.64,27.3382,0.258303,172815,513.443,440.925,172888,304.891,0.149634
22.94,96045.6,8067.1,27.3398,0.258519,173321,516.368,440.992,173396,304.902,0.149633
22.96,96004.3,8067.56,27.3413,0.258735,173828,519.312,441.059,173906,304.914,0.149632
22.98,95963,8068.01,27.3429,0.258952,174337,522.276,441.126,174418,304.925,0.149631
23,95921.6,8068.47,27.3444,0.259168,174848,525.259,441.193,174932,304.937,0.14963
23.02,95880.2,8068.93,27.346,0.259384,175361,528.261,441.26,175448,304.949,0.149629
23.04,95838.8,8069.39,27.3476,0.259601,175876,531.284,441.328,175966,304.96,0.149628
23.06,95797.3,8069.85,27.3491,0.259817,176393,534.326,441.396,176486,304.972,0.149628
